step,time_seconds,total_energy,relative_energy_drift,momentum_x,momentum_y,momentum_z,momentum_drift,center_of_mass_x,center_of_mass_y,center_of_mass_z,center_of_mass_drift
8808,3.17088000000000000e+07,-1.97268632471926799e+35,2.35029999316128488e-12,5.42191173888901120e+16,3.18360656733699664e+31,0.00000000000000000e+00,6.27180258060565680e+16,1.50861297265462613e+09,5.06988310416618288e+08,0.00000000000000000e+00,5.06988310416618288e+08
8832,3.17952000000000000e+07,-1.97268632471937313e+35,2.40360113886439345e-12,5.68491492025303040e+16,3.18360656733699754e+31,0.00000000000000000e+00,6.11464308454945200e+16,1.50861297265462589e+09,5.08369749954538465e+08,0.00000000000000000e+00,5.08369749954538465e+08
8856,3.18816000000000000e+07,-1.97268632471948013e+35,2.45783739238685468e-12,5.74340893885071360e+16,3.18360656733699844e+31,0.00000000000000000e+00,5.90018331098271280e+16,1.50861297265462494e+09,5.09751189492458522e+08,0.00000000000000000e+00,5.09751189492458522e+08
8880,3.19680000000000000e+07,-1.97268632471959228e+35,2.51469194780350425e-12,5.82433299465502720e+16,3.18360656733699754e+31,0.00000000000000000e+00,6.24447413586925760e+16,1.50861297265462446e+09,5.11132629030378580e+08,0.00000000000000000e+00,5.11132629030378580e+08
8904,3.20544000000000000e+07,-1.97268632471970665e+35,2.57266863260337653e-12,6.19904655740108800e+16,3.18360656733699799e+31,0.00000000000000000e+00,6.45549097725421280e+16,1.50861297265462494e+09,5.12514068568298399e+08,0.00000000000000000e+00,5.12514068568298399e+08
8928,3.21408000000000000e+07,-1.97268632471981955e+35,2.62989723114776701e-12,6.40047708760965120e+16,3.18360656733699844e+31,0.00000000000000000e+00,6.54152304997427760e+16,1.50861297265462494e+09,5.13895508106218338e+08,0.00000000000000000e+00,5.13895508106218338e+08
8952,3.22272000000000000e+07,-1.97268632471993133e+35,2.68656476500054572e-12,6.78398674337792000e+16,3.18360656733699844e+31,0.00000000000000000e+00,6.91721714265614240e+16,1.50861297265462446e+09,5.15276947644138098e+08,0.00000000000000000e+00,5.15276947644138098e+08
8976,3.23136000000000000e+07,-1.97268632472004386e+35,2.74360634198106534e-12,6.95111251079987200e+16,3.18360656733699934e+31,0.00000000000000000e+00,6.96568655868429200e+16,1.50861297265462422e+09,5.16658387182057917e+08,0.00000000000000000e+00,5.16658387182057917e+08
9000,3.24000000000000000e+07,-1.97268632472015564e+35,2.80027387583384406e-12,6.75056158989352960e+16,3.18360656733699979e+31,0.00000000000000000e+00,6.75056158989352960e+16,1.50861297265462399e+09,5.18039826719977975e+08,0.00000000000000000e+00,5.18039826719977975e+08
9024,3.24864000000000000e+07,-1.97268632472026780e+35,2.85712843125049323e-12,7.22159237123276800e+16,3.18360656733699934e+31,0.00000000000000000e+00,7.23562163689367040e+16,1.50861297265462399e+09,5.19421266257897794e+08,0.00000000000000000e+00,5.19421266257897794e+08
9048,3.25728000000000000e+07,-1.97268632472037922e+35,2.91360894353940149e-12,6.55748734805606400e+16,3.18360656733699754e+31,0.00000000000000000e+00,6.93334282441220880e+16,1.50861297265462494e+09,5.20802705795817792e+08,0.00000000000000000e+00,5.20802705795817792e+08
9072,3.26592000000000000e+07,-1.97268632472048289e+35,2.96616200298702785e-12,6.76419553407795200e+16,3.18360656733699844e+31,0.00000000000000000e+00,6.89780820895802800e+16,1.50861297265462518e+09,5.22184145333738029e+08,0.00000000000000000e+00,5.22184145333738029e+08
9096,3.27456000000000000e+07,-1.97268632472058545e+35,3.01815399774304245e-12,6.86359138522890240e+16,3.18360656733699799e+31,0.00000000000000000e+00,7.09606033232332880e+16,1.50861297265462494e+09,5.23565584871657729e+08,0.00000000000000000e+00,5.23565584871657729e+08
9120,3.28320000000000000e+07,-1.97268632472068986e+35,3.07108110031841012e-12,7.32450665959260160e+16,3.18360656733699664e+31,0.00000000000000000e+00,7.97413183438834880e+16,1.50861297265462422e+09,5.24947024409577847e+08,0.00000000000000000e+00,5.24947024409577847e+08
9144,3.29184000000000000e+07,-1.97268632472078210e+35,3.11783649128604925e-12,6.90009517127106560e+16,3.18360656733699754e+31,0.00000000000000000e+00,7.25823089833267840e+16,1.50861297265462446e+09,5.26328463947497666e+08,0.00000000000000000e+00,5.26328463947497666e+08
9168,3.30048000000000000e+07,-1.97268632472087249e+35,3.16365677443433531e-12,6.71845585036247040e+16,3.18360656733699709e+31,0.00000000000000000e+00,7.24149960095174720e+16,1.50861297265462446e+09,5.27709903485417545e+08,0.00000000000000000e+00,5.27709903485417545e+08
9192,3.30912000000000000e+07,-1.97268632472095697e+35,3.20648471256069294e-12,6.86930884569333760e+16,3.18360656733699619e+31,0.00000000000000000e+00,7.75681288699539360e+16,1.50861297265462518e+09,5.29091343023337543e+08,0.00000000000000000e+00,5.29091343023337543e+08
9216,3.31776000000000000e+07,-1.97268632472102670e+35,3.24183178813222807e-12,6.21312030623662080e+16,3.18360656733699709e+31,0.00000000000000000e+00,6.77528828885416800e+16,1.50861297265462518e+09,5.30472782561257660e+08,0.00000000000000000e+00,5.30472782561257660e+08
9240,3.32640000000000000e+07,-1.97268632472109385e+35,3.27586971275666963e-12,6.43742067830292480e+16,3.18360656733699799e+31,0.00000000000000000e+00,6.68472666053192880e+16,1.50861297265462542e+09,5.31854222099177778e+08,0.00000000000000000e+00,5.31854222099177778e+08
9264,3.33504000000000000e+07,-1.97268632472115841e+35,3.30859848643401682e-12,6.63885120851148800e+16,3.18360656733699754e+31,0.00000000000000000e+00,7.01034576676980800e+16,1.50861297265462518e+09,5.33235661637097836e+08,0.00000000000000000e+00,5.33235661637097836e+08
9288,3.34368000000000000e+07,-1.97268632472121080e+35,3.33515554850363588e-12,6.78486635268014080e+16,3.18360656733699754e+31,0.00000000000000000e+00,7.14877708595281600e+16,1.50861297265462589e+09,5.34617101175017893e+08,0.00000000000000000e+00,5.34617101175017893e+08
9312,3.35232000000000000e+07,-1.97268632472125802e+35,3.35909430867906700e-12,7.00344926428200960e+16,3.18360656733699709e+31,0.00000000000000000e+00,7.50666164514472000e+16,1.50861297265462613e+09,5.35998540712937593e+08,0.00000000000000000e+00,5.35998540712937593e+08
9336,3.36096000000000000e+07,-1.97268632472129602e+35,3.37835752975773441e-12,6.43126341318737920e+16,3.18360656733699619e+31,0.00000000000000000e+00,7.37169527558889600e+16,1.50861297265462613e+09,5.37379980250857353e+08,0.00000000000000000e+00,5.37379980250857353e+08
9360,3.36960000000000000e+07,-1.97268632472132185e+35,3.39144903922867329e-12,6.21443972018995200e+16,3.18360656733699709e+31,0.00000000000000000e+00,6.77649824711769360e+16,1.50861297265462589e+09,5.38761419788777709e+08,0.00000000000000000e+00,5.38761419788777709e+08
9384,3.37824000000000000e+07,-1.97268632472134435e+35,3.40285735462477729e-12,5.92944630627041280e+16,3.18360656733699709e+31,0.00000000000000000e+00,6.51613389643417680e+16,1.50861297265462589e+09,5.40142859326697469e+08,0.00000000000000000e+00,5.40142859326697469e+08
9408,3.38688000000000000e+07,-1.97268632472134915e+35,3.40528863495509478e-12,6.33186756203642880e+16,3.18360656733699664e+31,0.00000000000000000e+00,7.07325438033713520e+16,1.50861297265462589e+09,5.41524298864617229e+08,0.00000000000000000e+00,5.41524298864617229e+08
9432,3.39552000000000000e+07,-1.97268632472134989e+35,3.40566267808283568e-12,6.25710077134766080e+16,3.18360656733699799e+31,0.00000000000000000e+00,6.51125914085622640e+16,1.50861297265462589e+09,5.42905738402537107e+08,0.00000000000000000e+00,5.42905738402537107e+08
9456,3.40416000000000000e+07,-1.97268632472133956e+35,3.40042607429446021e-12,6.22015718065438720e+16,3.18360656733699799e+31,0.00000000000000000e+00,6.47576566041658160e+16,1.50861297265462589e+09,5.44287177940457106e+08,0.00000000000000000e+00,5.44287177940457106e+08
9480,3.41280000000000000e+07,-1.97268632472131152e+35,3.38621243544029782e-12,7.22950885495275520e+16,3.18360656733699799e+31,0.00000000000000000e+00,7.45056936216451680e+16,1.50861297265462589e+09,5.45668617478376985e+08,0.00000000000000000e+00,5.45668617478376985e+08
9504,3.42144000000000000e+07,-1.97268632472128348e+35,3.37199879658613543e-12,7.86502657580728320e+16,3.18360656733699844e+31,0.00000000000000000e+00,7.98022931390342240e+16,1.50861297265462542e+09,5.47050057016296864e+08,0.00000000000000000e+00,5.47050057016296864e+08
9528,3.43008000000000000e+07,-1.97268632472124105e+35,3.35049131674102139e-12,7.62005538513879040e+16,3.18360656733699799e+31,0.00000000000000000e+00,7.83009767558278560e+16,1.50861297265462637e+09,5.48431496554216504e+08,0.00000000000000000e+00,5.48431496554216504e+08
9552,3.43872000000000000e+07,-1.97268632472118571e+35,3.32243808216043791e-12,7.44193450143907840e+16,3.18360656733699799e+31,0.00000000000000000e+00,7.65686454498795360e+16,1.50861297265462708e+09,5.49812936092136145e+08,0.00000000000000000e+00,5.49812936092136145e+08
9576,3.44736000000000000e+07,-1.97268632472112668e+35,3.29251463194114911e-12,7.61257870606991360e+16,3.18360656733699979e+31,0.00000000000000000e+00,7.61257870606991360e+16,1.50861297265462661e+09,5.51194375630056024e+08,0.00000000000000000e+00,5.51194375630056024e+08
9600,3.45600000000000000e+07,-1.97268632472104921e+35,3.25324010352833207e-12,8.14650155251793920e+16,3.18360656733699889e+31,0.00000000000000000e+00,8.19614445512786560e+16,1.50861297265462661e+09,5.52575815167975903e+08,0.00000000000000000e+00,5.52575815167975903e+08
9624,3.46464000000000000e+07,-1.97268632472096878e+35,3.21246940260455062e-12,8.44556871527301120e+16,3.18360656733699799e+31,0.00000000000000000e+00,8.63555536494222720e+16,1.50861297265462637e+09,5.53957254705895901e+08,0.00000000000000000e+00,5.53957254705895901e+08
9648,3.47328000000000000e+07,-1.97268632472087802e+35,3.16646209789239370e-12,7.74671912465858560e+16,3.18360656733699844e+31,0.00000000000000000e+00,7.86365526079823360e+16,1.50861297265462661e+09,5.55338694243815541e+08,0.00000000000000000e+00,5.55338694243815541e+08
9672,3.48192000000000000e+07,-1.97268632472077250e+35,3.11297393062541468e-12,7.20707881774612480e+16,3.18360656733699844e+31,0.00000000000000000e+00,7.33262585637188640e+16,1.50861297265462708e+09,5.56720133781735539e+08,0.00000000000000000e+00,5.56720133781735539e+08
9696,3.49056000000000000e+07,-1.97268632472066256e+35,3.05724150459198863e-12,7.42478212004577280e+16,3.18360656733699844e+31,0.00000000000000000e+00,7.54670831518484320e+16,1.50861297265462661e+09,5.58101573319655657e+08,0.00000000000000000e+00,5.58101573319655657e+08
9720,3.49920000000000000e+07,-1.97268632472054856e+35,2.99945184135598680e-12,7.49383145027010560e+16,3.18360656733699754e+31,0.00000000000000000e+00,7.82483943643384160e+16,1.50861297265462637e+09,5.59483012857575417e+08,0.00000000000000000e+00,5.59483012857575417e+08
9744,3.50784000000000000e+07,-1.97268632472042128e+35,2.93492940182064468e-12,7.36892692935475200e+16,3.18360656733699889e+31,0.00000000000000000e+00,7.42377131075006400e+16,1.50861297265462613e+09,5.60864452395495296e+08,0.00000000000000000e+00,5.60864452395495296e+08
9768,3.51648000000000000e+07,-1.97268632472028809e+35,2.86741461726337371e-12,7.37552399912140800e+16,3.18360656733699934e+31,0.00000000000000000e+00,7.38926101566674720e+16,1.50861297265462613e+09,5.62245891933415413e+08,0.00000000000000000e+00,5.62245891933415413e+08
9792,3.52512000000000000e+07,-1.97268632472014642e+35,2.79559833673707994e-12,7.21675452007055360e+16,3.18360656733699889e+31,0.00000000000000000e+00,7.27274653670158080e+16,1.50861297265462661e+09,5.63627331471335292e+08,0.00000000000000000e+00,5.63627331471335292e+08
9816,3.53376000000000000e+07,-1.97268632472000106e+35,2.72191184057208085e-12,7.61169909676769280e+16,3.18360656733699934e+31,0.00000000000000000e+00,7.62501063840376800e+16,1.50861297265462661e+09,5.65008771009255290e+08,0.00000000000000000e+00,5.65008771009255290e+08
9840,3.54240000000000000e+07,-1.97268632471984906e+35,2.64485895625741161e-12,7.83819849208954880e+16,3.18360656733700024e+31,0.00000000000000000e+00,7.85112601461926560e+16,1.50861297265462637e+09,5.66390210547175288e+08,0.00000000000000000e+00,5.66390210547175288e+08
9864,3.55104000000000000e+07,-1.97268632471968968e+35,2.56406564066533092e-12,7.99520875253596160e+16,3.18360656733700024e+31,0.00000000000000000e+00,8.00788280962353760e+16,1.50861297265462637e+09,5.67771650085095286e+08,0.00000000000000000e+00,5.67771650085095286e+08
9888,3.55968000000000000e+07,-1.97268632471953141e+35,2.48383338976486239e-12,8.09636382229135360e+16,3.18360656733699934e+31,0.00000000000000000e+00,8.10887977706814720e+16,1.50861297265462637e+09,5.69153089623015165e+08,0.00000000000000000e+00,5.69153089623015165e+08
9912,3.56832000000000000e+07,-1.97268632471936686e+35,2.40042177227859416e-12,7.62797186885877760e+16,3.18360656733699889e+31,0.00000000000000000e+00,7.68096681520281920e+16,1.50861297265462708e+09,5.70534529160935044e+08,0.00000000000000000e+00,5.70534529160935044e+08
9936,3.57696000000000000e+07,-1.97268632471919789e+35,2.31476589602587890e-12,7.09272960845742080e+16,3.18360656733700024e+31,0.00000000000000000e+00,7.10701325415431280e+16,1.50861297265462732e+09,5.71915968698854923e+08,0.00000000000000000e+00,5.71915968698854923e+08
9960,3.58560000000000000e+07,-1.97268632471902744e+35,2.22836193351768184e-12,7.33770079912591360e+16,3.18360656733699979e+31,0.00000000000000000e+00,7.33770079912591360e+16,1.50861297265462780e+09,5.73297408236774921e+08,0.00000000000000000e+00,5.73297408236774921e+08
9984,3.59424000000000000e+07,-1.97268632471885773e+35,2.14233201413722608e-12,7.61125929211658240e+16,3.18360656733700114e+31,0.00000000000000000e+00,7.73024481346869600e+16,1.50861297265462708e+09,5.74678847774694800e+08,0.00000000000000000e+00,5.74678847774694800e+08
10008,3.60288000000000000e+07,-1.97268632471868913e+35,2.05686315944838167e-12,7.82500435255623680e+16,3.18360656733700024e+31,0.00000000000000000e+00,7.83795363685959520e+16,1.50861297265462732e+09,5.76060287312614679e+08,0.00000000000000000e+00,5.76060287312614679e+08
10032,3.61152000000000000e+07,-1.97268632471851979e+35,1.97102026163179596e-12,7.78102388744519680e+16,3.18360656733700159e+31,0.00000000000000000e+00,7.98683405822213280e+16,1.50861297265462756e+09,5.77441726850534678e+08,0.00000000000000000e+00,5.77441726850534678e+08
10056,3.62016000000000000e+07,-1.97268632471835082e+35,1.88536438537908111e-12,8.03039312462479360e+16,3.18360656733700114e+31,0.00000000000000000e+00,8.14325675638130720e+16,1.50861297265462756e+09,5.78823166388454914e+08,0.00000000000000000e+00,5.78823166388454914e+08
10080,3.62880000000000000e+07,-1.97268632471818369e+35,1.80064361694571891e-12,7.70361826884976640e+16,3.18360656733700069e+31,0.00000000000000000e+00,7.75609636455749120e+16,1.50861297265462708e+09,5.80204605926374793e+08,0.00000000000000000e+00,5.80204605926374793e+08
10104,3.63744000000000000e+07,-1.97268632471802615e+35,1.72078540917299128e-12,7.35089493865922560e+16,3.18360656733699979e+31,0.00000000000000000e+00,7.35089493865922560e+16,1.50861297265462708e+09,5.81586045464294672e+08,0.00000000000000000e+00,5.81586045464294672e+08
10128,3.64608000000000000e+07,-1.97268632471786345e+35,1.63830889950607592e-12,7.21103705960611840e+16,3.18360656733700024e+31,0.00000000000000000e+00,7.22508682100425440e+16,1.50861297265462756e+09,5.82967485002214670e+08,0.00000000000000000e+00,5.82967485002214670e+08
10152,3.65472000000000000e+07,-1.97268632471771256e+35,1.56181707988301824e-12,7.13407124566179840e+16,3.18360656733699934e+31,0.00000000000000000e+00,7.14827228316150560e+16,1.50861297265462756e+09,5.84348924540134668e+08,0.00000000000000000e+00,5.84348924540134668e+08
10176,3.66336000000000000e+07,-1.97268632471756314e+35,1.48607334651544276e-12,7.59454671537438720e+16,3.18360656733699979e+31,0.00000000000000000e+00,7.59454671537438720e+16,1.50861297265462732e+09,5.85730364078054667e+08,0.00000000000000000e+00,5.85730364078054667e+08
10200,3.67200000000000000e+07,-1.97268632471742110e+35,1.41407004442527854e-12,7.84611497580953600e+16,3.18360656733699979e+31,0.00000000000000000e+00,7.84611497580953600e+16,1.50861297265462732e+09,5.87111803615974545e+08,0.00000000000000000e+00,5.87111803615974545e+08
10224,3.68064000000000000e+07,-1.97268632471728459e+35,1.34487206579317251e-12,7.92923805486940160e+16,3.18360656733699934e+31,0.00000000000000000e+00,7.94201739023691680e+16,1.50861297265462732e+09,5.88493243153894782e+08,0.00000000000000000e+00,5.88493243153894782e+08
10248,3.68928000000000000e+07,-1.97268632471715657e+35,1.27997558313008948e-12,7.93143707812495360e+16,3.18360656733699934e+31,0.00000000000000000e+00,7.94421287606845440e+16,1.50861297265462708e+09,5.89874682691814780e+08,0.00000000000000000e+00,5.89874682691814780e+08
10272,3.69792000000000000e+07,-1.97268632471703224e+35,1.21694931610571178e-12,8.17025100367790080e+16,3.18360656733699934e+31,0.00000000000000000e+00,8.18265394350367680e+16,1.50861297265462732e+09,5.91256122229734898e+08,0.00000000000000000e+00,5.91256122229734898e+08
10296,3.70656000000000000e+07,-1.97268632471692451e+35,1.16233901945550924e-12,8.73188154314588160e+16,3.18360656733699844e+31,0.00000000000000000e+00,8.83578927701766560e+16,1.50861297265462732e+09,5.92637561767654777e+08,0.00000000000000000e+00,5.92637561767654777e+08
10320,3.71520000000000000e+07,-1.97268632471681900e+35,1.10885085218853002e-12,8.71736798965923840e+16,3.18360656733699889e+31,0.00000000000000000e+00,8.76377778422534080e+16,1.50861297265462661e+09,5.94019001305574894e+08,0.00000000000000000e+00,5.94019001305574894e+08
10344,3.72384000000000000e+07,-1.97268632471672344e+35,1.06041226714605602e-12,8.16233451995791360e+16,3.18360656733699889e+31,0.00000000000000000e+00,8.21188170883157920e+16,1.50861297265462708e+09,5.95400440843494534e+08,0.00000000000000000e+00,5.95400440843494534e+08
